run_num,run_info,total_seconds,imports,initial_data_load,cached_data_load,sidebar_filtering,watchlist_tab,diary_tab,stats_tab,year_tab,genre_tab,director_tab,actor_tab,collections_tab,filmid_lookup_tab
71,remove some dfs from watchlist tab,20.990025997161865,0.0,20.24859070777893,,0.0262191295623779,0.1159758567810058,0.0935702323913574,0.0166304111480712,0.1371371746063232,0.0039999485015869,0.1325147151947021,0.1768360137939453,0.0085182189941406,0.0270323753356933
72,remove some dfs from watchlist tab,0.6071882247924805,0.0,,0.0010061264038085,0.018028974533081,0.0477294921875,0.0668375492095947,0.0122418403625488,0.0966975688934326,0.0025267601013183,0.1362295150756836,0.1918516159057617,0.0027112960815429,0.0293290615081787
73,remove some dfs from watchlist tab,0.6055221557617188,0.0,,0.0,0.0236318111419677,0.0465426445007324,0.0684912204742431,0.0121045112609863,0.1043338775634765,0.0019998550415039,0.1328418254852295,0.1787464618682861,0.0025248527526855,0.0302762985229492
74,remove some dfs from watchlist tab,0.5965983867645264,0.0,,0.0009925365447998,0.0203351974487304,0.0372233390808105,0.0618352890014648,0.0130400657653808,0.098881721496582,0.003986120223999,0.1242077350616455,0.2020800113677978,0.0040056705474853,0.0279099941253662
75,remove some dfs from watchlist tab,0.5856881141662598,0.0,,0.0,0.0166828632354736,0.0287592411041259,0.0627789497375488,0.0130813121795654,0.1003303527832031,0.0030174255371093,0.1162962913513183,0.1938338279724121,0.0055301189422607,0.0423834323883056
76,remove some dfs from watchlist tab,0.6001291275024414,0.0,,0.0010058879852294,0.0160155296325683,0.028688907623291,0.0658316612243652,0.0130202770233154,0.1008481979370117,0.0029990673065185,0.1193158626556396,0.2018241882324218,0.0040004253387451,0.0445649623870849
77,remove some dfs from watchlist tab,56.0350980758667,0.0,54.34974384307861,,0.0735504627227783,0.3209476470947265,0.2298300266265869,0.0368139743804931,0.2484130859375,0.0075311660766601,0.2712805271148681,0.4166798591613769,0.0121700763702392,0.0641524791717529
78,remove some dfs from watchlist tab,1.4159371852874756,0.0,,0.0,0.063483715057373,0.2439205646514892,0.1531932353973388,0.025547981262207,0.2186732292175293,0.0065059661865234,0.2202420234680175,0.4177253246307373,0.0085721015930175,0.0535273551940918
79,remove some dfs from watchlist tab,35.95729780197144,0.0,34.98750424385071,,0.0406441688537597,0.1770446300506591,0.1002395153045654,0.0198237895965576,0.1426842212677002,0.0,0.1571724414825439,0.2780787944793701,0.0120770931243896,0.038780927658081
80,remove some dfs from watchlist tab,38.857301473617554,0.0025141239166259,37.7839789390564,,0.0448389053344726,0.1621413230895996,0.1046309471130371,0.0267407894134521,0.1399321556091308,0.0026798248291015,0.1742234230041504,0.3501889705657959,0.0159363746643066,0.0421531200408935
81,remove some dfs from watchlist tab,49.92184662818909,0.0019805431365966,48.4913694858551,,0.0493416786193847,0.2244560718536377,0.1733250617980957,0.0381121635437011,0.2416908740997314,0.0084068775177001,0.2489235401153564,0.3729040622711181,0.0108633041381835,0.0490846633911132
82,limit films to show in scatter,20.28030681610108,0.0,19.695151567459103,,0.0320203304290771,0.0759599208831787,0.0815839767456054,0.0117819309234619,0.0928409099578857,0.0020005702972412,0.0964317321777343,0.1577327251434326,0.0041007995605468,0.024195909500122
83,limit films to show in scatter,0.528146505355835,0.0,,0.0,0.0134332180023193,0.0326924324035644,0.0619754791259765,0.0125133991241455,0.0880143642425537,0.0075266361236572,0.1120796203613281,0.1695218086242675,0.0030033588409423,0.0268824100494384
84,limit films to show in scatter,0.5697462558746338,0.0,,0.0,0.016042947769165,0.03704833984375,0.0625731945037841,0.0115079879760742,0.092667818069458,0.0025174617767333,0.1118743419647216,0.2029685974121093,0.0035097599029541,0.0270345211029052
85,limit films to show in scatter,0.5642433166503906,0.0,,0.0,0.0115079879760742,0.0290918350219726,0.0617763996124267,0.0125162601470947,0.0919790267944336,0.0020079612731933,0.1168234348297119,0.2042396068572998,0.0056684017181396,0.0276353359222412
86,limit films to show in scatter,0.5269525051116943,0.0,,0.0,0.011669635772705,0.0285356044769287,0.0625035762786865,0.0105111598968505,0.0894992351531982,0.0020051002502441,0.1120076179504394,0.1762657165527343,0.0035226345062255,0.0274322032928466
87,limit diary to last 100 films,20.200096130371094,0.0,19.587846755981445,,0.0274057388305664,0.0640032291412353,0.0672204494476318,0.0134124755859375,0.0895872116088867,0.0019989013671875,0.1098759174346923,0.1948714256286621,0.0076828002929687,0.0317995548248291
88,limit diary to last 100 films,0.6070020198822021,0.0,,0.0,0.0168280601501464,0.0383260250091552,0.0637428760528564,0.0122852325439453,0.0949642658233642,0.0030958652496337,0.1192903518676757,0.2261810302734375,0.0035479068756103,0.0277595520019531
89,limit diary to last 100 films,0.567633867263794,0.0,,0.0009875297546386,0.020158052444458,0.0372586250305175,0.0566022396087646,0.0126152038574218,0.0866365432739257,0.0020043849945068,0.1106564998626709,0.2000398635864257,0.0049998760223388,0.0346763134002685
90,limit diary to last 100 films,0.5703279972076416,0.0,,0.0,0.021040916442871,0.0325651168823242,0.0592389106750488,0.0121192932128906,0.0945949554443359,0.004298448562622,0.1208984851837158,0.1897487640380859,0.0045161247253417,0.0303072929382324
91,limit diary to last 100 films,0.5242338180541992,0.0,,0.0,0.0145833492279052,0.0238864421844482,0.0607197284698486,0.0116033554077148,0.0846509933471679,0.0029995441436767,0.1117002964019775,0.1781747341156005,0.003507375717163,0.0294132232666015
92,limit diary to last 100 films,0.5524561405181885,0.0,,0.0009005069732666,0.0195250511169433,0.0364162921905517,0.060483694076538,0.0123946666717529,0.0861778259277343,0.0030012130737304,0.1126232147216796,0.1868441104888916,0.0036323070526123,0.0284223556518554
93,limit diary to last 100 films,0.5465757846832275,0.0,,0.0,0.011177539825439453,0.030554533004760742,0.06181049346923828,0.013041973114013672,0.10538768768310547,0.002624034881591797,0.11092352867126465,0.1778547763824463,0.0038504600524902344,0.02834463119506836
